trial,adjust,score,label,group
0,-0.008811448859318553,0.04,0.0,1
0,0.012281197454571128,0.0,0.0,0
0,-0.004314409156743786,0.02,0.0,1
0,-0.06056856458214124,0.22433333333333333,0.0,1
0,0.26383277956266005,0.1,0.0,0
0,0.10319385238532025,0.0,0.0,0
0,0.2408650387087703,0.56,0.0,0
0,-0.007211584031061105,0.0,0.0,1
0,-0.09294652026580913,0.32,1.0,1
0,-0.15267283260548892,0.6333333333333333,1.0,1
0,-0.16673076073509108,0.7901666666666667,1.0,1
0,-0.13145423953639712,0.894,1.0,1
0,-0.01302573520365894,0.03,0.0,1
0,0.005702294737846697,0.0,0.0,0
0,-0.0057536876244134935,0.02,0.0,1
0,-0.04151306115108008,0.12833333333333333,0.0,1
0,-0.1617699666309067,0.66,1.0,1
0,0.005280242982081141,0.0,0.0,0
0,-0.00487659278895208,0.012,1.0,1
0,-0.012474104017937145,0.045,0.0,1
0,0.1352171622155005,0.01,0.0,0
0,-0.08225640501615478,0.28,0.0,1
0,-0.008614845020375482,0.0,0.0,1
0,-0.07692334722963023,0.27,0.0,1
0,-0.020357732461558295,0.08,0.0,1
0,0.0899048537573699,0.0,0.0,0
0,0.3237690913451884,0.19,0.0,0
0,0.033105446700608866,0.01,0.0,0
0,-0.09005069682030492,0.2852976190476191,0.0,1
0,0.022992578635419703,0.02,0.0,0
0,0.12251608457302504,0.0,0.0,0
0,0.04562578702253819,0.0,0.0,0
0,-0.024500373739215764,1.0,1.0,1
0,-0.06400631042961882,0.225,1.0,1
0,-0.15558016896251792,0.6540277777777779,0.0,1
0,0.18923914915785586,0.03,0.0,0
0,0.22552179918900817,0.07,0.0,0
0,0.15978675855857655,0.05,0.0,0
0,0.13475520188069237,0.01,0.0,0
0,0.15983513550718298,0.74,1.0,0
0,-0.004937983050296139,0.0,0.0,1
0,-0.13320469311297573,0.49,1.0,1
0,-0.045511979507710826,0.14300000000000002,0.0,1
0,-0.0010843764861211257,0.0,0.0,1
0,-0.16160502449346692,0.81,1.0,1
0,-0.007831402199339275,0.02,0.0,1
0,-0.03036389615539936,0.98,1.0,1
0,-0.0037967784774127454,0.02,0.0,1
0,0.17134044543378182,0.05,0.0,0
0,0.33220918555266454,0.26,1.0,0
0,-0.11519937517177481,0.38880952380952377,1.0,1
0,-0.008977973298936959,0.0,0.0,1
0,-0.08293224964071633,0.9766666666666666,1.0,1
0,0.02232863117636643,0.0,0.0,0
0,-0.0063689787418396565,0.01,0.0,1
0,-0.02447998452857561,0.08,0.0,1
0,-0.1051941762784252,0.3891666666666667,1.0,1
0,-0.04064116927189709,0.97,1.0,1
0,0.1939172933142739,0.03,0.0,0
0,-0.0008950925339631637,0.0,0.0,1
0,-0.1658775021464769,0.7331666666666667,1.0,1
0,-0.006141784023032788,0.03,0.0,1
0,-0.12987837851606115,0.4975,0.0,1
0,-0.08502343706333015,0.27072619047619045,1.0,1
0,-0.0881543187013516,0.96,1.0,1
0,-0.10418724411219837,0.3833333333333333,1.0,1
0,0.027351402442351437,0.0,0.0,0
0,0.02183514308960193,0.02,0.0,0
0,-0.058502634807233556,0.22833333333333333,0.0,1
0,-0.12221101386924527,0.4666666666666666,0.0,1
0,-0.006124456801829211,0.02,0.0,1
0,-0.15394661319865233,0.84,1.0,1
0,-0.0947828722370283,0.34279942279942266,0.0,1
0,-0.04261905434215629,0.99,1.0,1
0,-0.07941040367511107,0.27,0.0,1
0,-0.007331731417710451,0.01,0.0,1
0,0.2991646144969786,0.41,0.0,0
0,-0.1675906147679036,0.7416666666666666,0.0,1
0,0.04851720513882041,0.91,1.0,0
0,-0.043827477466067855,0.145,0.0,1
0,-0.10927918096725908,0.3784444444444444,1.0,1
0,-0.10554032479027653,0.37099999999999994,0.0,1
0,0.1994896741042298,0.63,0.0,0
0,-0.0978289863076699,0.33,1.0,1
0,0.26567459285350375,0.08,0.0,0
0,0.005530833616031341,0.01,0.0,0
0,0.004988967576093144,0.0,0.0,0
0,-0.010534335228462532,0.03666666666666667,0.0,1
0,-0.05329876390592553,0.20728571428571427,1.0,1
0,0.24834771288430063,0.09,0.0,0
0,-0.06405115273733344,0.24,0.0,1
0,0.2455769310662523,0.07,0.0,0
0,0.12497265543705605,0.7675,1.0,0
0,-0.004254097806596111,0.0,0.0,1
0,-0.14387220453688815,0.57,1.0,1
0,-0.09253836611189925,0.34,0.0,1
0,-0.02256116748701753,0.10152380952380953,0.0,1
0,0.19871683374755392,0.03,0.0,0
0,0.09674132369703645,0.0,0.0,0
0,0.0036252135477778755,0.0,0.0,0
0,0.31909659278140345,0.2,0.0,0
0,-0.006036098954250446,0.0,0.0,1
0,0.06462032183247914,0.04,0.0,0
0,-0.011284985904636939,0.04333333333333333,1.0,1
0,0.05794844751581146,0.0,0.0,0
0,-0.017904293386996437,0.04,0.0,1
0,-0.012434731441483153,0.03891666666666667,0.0,1
0,-0.01122052638922523,0.04,0.0,1
0,0.09647844248437641,0.01,0.0,0
0,0.3325526088053507,0.24,0.0,0
0,-0.004816621264806108,0.0,0.0,1
0,-0.09463145802894812,0.34,0.0,1
0,-0.1655024844070907,0.75,1.0,1
0,-0.003108897032398701,0.0,0.0,1
0,-0.11794006245976274,0.43,0.0,1
0,-0.004854097106883247,0.0,1.0,1
0,-0.1443247171223736,0.89,1.0,1
0,-0.12213180032668541,0.4406666666666667,1.0,1
0,-0.06373362957508721,0.21,0.0,1
0,-0.1051410434017262,0.37,1.0,1
0,-0.05551443582090421,0.185,1.0,1
0,0.027143185432794738,0.0,0.0,0
0,0.24476104422350853,0.05,0.0,0
0,-0.14100801726622264,0.55,1.0,1
0,-0.11605236382830314,0.41,0.0,1
0,0.013413662006947012,0.0,0.0,0
0,-0.15837711267568588,0.6315,0.0,1
0,-0.019246565139015015,0.06166666666666666,0.0,1
0,-0.1531834848947219,0.61,1.0,1
0,0.2104150518065661,0.03,0.0,0
0,-0.16493629477696448,0.73,1.0,1
0,-0.0028087000969492064,0.0,0.0,1
0,-0.013019399217335421,0.06,0.0,1
0,0.039430468557824935,0.03,0.0,0
0,-0.0430244877506496,1.0,1.0,1
0,0.011534087219064387,0.0,0.0,0
0,-0.009980811595830273,0.04,0.0,1
0,-0.008688882102457302,0.01,0.0,1
0,0.3146732178281921,0.35,0.0,0
0,-0.006178690029429258,0.03,0.0,1
0,0.045824510135977325,0.0,0.0,0
0,-0.0790965276882328,0.263,1.0,1
0,0.028584718416751774,0.0,0.0,0
0,0.011641118779650555,0.0,0.0,0
0,-0.09904640740633719,0.3715,0.0,1
0,0.23115540644550095,0.04,1.0,0
0,0.005783372709804516,0.01,0.0,0
0,0.005351554489840784,0.01,0.0,0
0,-0.14072474905857996,0.55,1.0,1
0,0.06482865025754303,0.04,0.0,0
0,-0.006240724487015674,0.04,0.0,1
0,-0.09444932094019004,0.3,1.0,1
0,0.00242717298679101,0.0,0.0,0
0,-0.15864879933700682,0.6758333333333333,0.0,1
0,-0.0035311526548312475,0.0,0.0,1
0,0.014758480862779987,0.0,0.0,0
0,0.3076947718996498,0.17,0.0,0
0,0.2618774481936783,0.07,0.0,0
0,-0.006988447548885515,0.0,0.0,1
0,-0.004974745131816831,0.0,0.0,1
0,-0.007411076366056535,0.02,0.0,1
0,-0.09183955421229179,0.31,1.0,1
0,0.2402729415610557,0.08,0.0,0
0,-0.01803686033495619,0.075,0.0,1
0,-0.0605703382540049,0.215,0.0,1
0,-0.010345169703470082,0.050666666666666665,0.0,1
0,-0.16250815034796573,0.69,1.0,1
0,-0.021156653864321542,0.08,0.0,1
0,-0.030536956276886684,0.99,1.0,1
0,-0.07957207936900995,0.262,0.0,1
0,-0.003461990717817642,0.01,0.0,1
0,-0.0017598523480776545,0.01,1.0,1
0,-0.01662169407668787,0.06,0.0,1
0,0.058254293114390204,0.0,0.0,0
0,-0.015155865473720505,0.06,0.0,1
0,0.12236800371143103,0.02,0.0,0
0,-0.10784648326943824,0.39,0.0,1
0,-0.06775008216621325,0.255,0.0,1
0,0.018130895652280484,0.0,0.0,0
0,0.1350433980261049,0.05,0.0,0
0,-0.004482172295362075,0.0,0.0,1
0,-0.04149688563564627,0.125,0.0,1
0,0.1408411494153023,0.04,0.0,0
0,-0.005817130317545417,0.02,0.0,1
0,-0.005465923412673514,0.0,0.0,1
0,-0.12640408696962147,0.46,0.0,1
0,-0.14645066251542782,0.87,1.0,1
0,-4.252563476176709e-05,0.0,0.0,1
0,0.033078641208893714,0.02,0.0,0
0,-0.008890251186524714,0.02,0.0,1
0,0.15292007575089356,0.04,0.0,0
0,-0.10610103361127177,0.9141666666666666,1.0,1
0,-0.0062664471579807896,0.0,0.0,1
0,-0.12218458402384491,0.45,1.0,1
0,0.004694126735791266,0.0,0.0,0
0,-0.004919659436839387,0.0,0.0,1
0,-0.07980727929536113,0.28400000000000003,1.0,1
0,-0.00643515068142686,1.0,1.0,1
0,-0.03244142461583359,0.09637259962259959,0.0,1
0,-0.00295238951713234,0.0,0.0,1
0,-0.07383937158828502,0.2625,0.0,1
0,0.1349667044490018,0.04,0.0,0
0,-0.04894711128661686,0.17,1.0,1
0,-0.0023195921221479832,0.0,0.0,1
0,-0.10390780576951164,0.94,1.0,1
0,-0.127998067860228,0.4652658730158731,0.0,1
0,-0.10170069045106589,0.3671666666666667,0.0,1
0,-0.14638762154682622,0.6,0.0,1
0,0.2959565038879629,0.14,1.0,0
0,-0.0016520038492510557,0.0,0.0,1
0,-0.1621470881122158,0.704,1.0,1
0,0.31378424030919216,0.34,1.0,0
0,-0.15172841665639436,0.8583333333333334,0.0,1
0,-0.02788159107515288,0.08,0.0,1
0,-0.03685359433136878,0.12300000000000001,0.0,1
0,-0.004948316509245404,0.0,1.0,1
0,-0.014211799474138122,0.055999999999999994,1.0,1
0,-0.008801119782212957,0.02,0.0,1
0,-0.1519578789977828,0.856,1.0,1
0,-0.09591926627260217,0.93,1.0,1
0,-0.0018183708786656157,0.0,0.0,1
0,-0.010199272100220612,0.05,0.0,1
0,0.008860243362740371,0.0,0.0,0
0,-0.1143884482861775,0.3929087301587302,1.0,1
0,-0.08025420984498491,0.24666666666666665,1.0,1
0,-0.004207507341981224,0.0,0.0,1
0,-0.037487966625842806,0.11,0.0,1
0,-0.0005187607089445472,0.0,0.0,1
0,0.02808309593772048,0.0,0.0,0
0,-0.003632601468543717,0.0,0.0,1
0,-0.007992695064904957,0.007083333333333333,0.0,1
0,-0.12071737193924587,0.42,0.0,1
0,0.27021662676437874,0.1,0.0,0
0,-0.13404269575551142,0.48023809523809524,1.0,1
0,0.1887613532800297,0.03,0.0,0
0,0.028163128803399683,0.0,0.0,0
0,-0.15739472558599987,0.65,1.0,1
0,0.0333138007793475,0.0,0.0,0
0,-0.16493559623080878,0.7266666666666666,0.0,1
0,-0.004274415462179441,0.01,0.0,1
0,0.11615280443055573,0.0,0.0,0
0,-0.0013531685989618407,0.0,0.0,1
0,-0.15769007355704656,0.67,1.0,1
0,0.18986929293224186,0.04,0.0,0
0,-0.05751916126726425,0.17783333333333332,0.0,1
0,0.2582779772599752,0.09,0.0,0
0,-0.0507136522261645,0.16899999999999998,0.0,1
0,0.1094823235497073,0.0,0.0,0
0,-0.09623976586791327,0.35,0.0,1
0,-0.0013532510613943182,0.0,0.0,1
0,0.2620304753447301,0.1,0.0,0
0,-0.14675645679155025,0.5708333333333333,0.0,1
0,-0.05492505635285727,0.17,0.0,1
0,-0.03149803052301159,0.13516666666666668,0.0,1
0,0.13487839486374015,0.03,0.0,0
0,0.20430226176921892,0.03,0.0,0
0,0.23964054524383163,0.08,0.0,0
0,-0.014839544165299076,0.06,0.0,1
0,-0.016800118222941487,0.07,0.0,1
0,-0.013147965672203603,0.021666666666666664,0.0,1
0,0.2729484862884233,0.11,0.0,0
0,-0.027665146150517544,0.1,0.0,1
0,0.06446671509806084,0.0,0.0,0
0,-0.14905905240464823,0.56,1.0,1
0,0.12244416273754624,0.0,0.0,0
0,-0.004186800174559746,0.0,0.0,1
0,-0.15614615959328326,0.64,0.0,1
0,-0.1294687265115384,0.5,0.0,1
